en,ru,level,source,source_url
stupendous,громадный,ungraded,WikDict,https://en.wiktionary.org/wiki/stupendous
chaff,мякина,ungraded,WikDict,https://en.wiktionary.org/wiki/chaff
innate,прирождённый,ungraded,WikDict,https://en.wiktionary.org/wiki/innate
reverie,грёзы,ungraded,WikDict,https://en.wiktionary.org/wiki/reverie
wrangle,перебранка,ungraded,WikDict,https://en.wiktionary.org/wiki/wrangle
crevice,расщелина,ungraded,WikDict,https://en.wiktionary.org/wiki/crevice
ostensible,формальный,ungraded,WikDict,https://en.wiktionary.org/wiki/ostensible
craven,малодушный,ungraded,WikDict,https://en.wiktionary.org/wiki/craven
vestige,след,ungraded,WikDict,https://en.wiktionary.org/wiki/vestige
plumb,измерять глубину,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
reticent,сдержанный,ungraded,WikDict,https://en.wiktionary.org/wiki/reticent
propensity,склонность,ungraded,WikDict,https://en.wiktionary.org/wiki/propensity
chide,бичевать,ungraded,WikDict,https://en.wiktionary.org/wiki/chide
espouse,поддерживать,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
raiment,наряд,ungraded,WikDict,https://en.wiktionary.org/wiki/raiment
intrepid,бесстрашный,ungraded,WikDict,https://en.wiktionary.org/wiki/intrepid
seemly,пристойный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
allay,ослаблять,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
fitful,перемежающийся,ungraded,WikDict,https://en.wiktionary.org/wiki/fitful
erode,эродировать,ungraded,WikDict,https://en.wiktionary.org/wiki/erode
unaffected,естественный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
canto,песнь,ungraded,WikDict,https://en.wiktionary.org/wiki/canto
docile,покорный,ungraded,WikDict,https://en.wiktionary.org/wiki/docile
patronize,опекать,ungraded,WikDict,https://en.wiktionary.org/wiki/patronize
teem,изобиловать,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
estrange,отдалить,ungraded,WikDict,https://en.wiktionary.org/wiki/estrange
spat,ссора,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
warble,заливаться,ungraded,WikDict,https://en.wiktionary.org/wiki/warble
mien,внешний вид,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
sate,насыщать,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
constituency,избирательный округ,ungraded,WikDict,https://en.wiktionary.org/wiki/constituency
patrician,патриций,ungraded,WikDict,https://en.wiktionary.org/wiki/patrician
parry,парировать,ungraded,WikDict,https://en.wiktionary.org/wiki/parry
practitioner,практикующий специалист,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
ravel,распутывать,ungraded,WikDict,https://en.wiktionary.org/wiki/ravel
infest,кишеть,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
actuate,приводить в действие,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
surly,угрюмый,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
convalesce,выздороветь,ungraded,WikDict,https://en.wiktionary.org/wiki/convalesce
demoralize,деморализовать,ungraded,WikDict,https://en.wiktionary.org/wiki/demoralize
devolve,переходить,ungraded,WikDict,https://en.wiktionary.org/wiki/devolve
alacrity,готовность,ungraded,WikDict,https://en.wiktionary.org/wiki/alacrity
waive,отбрасывать,ungraded,WikDict,https://en.wiktionary.org/wiki/waive
unwonted,необычный,ungraded,WikDict,https://en.wiktionary.org/wiki/unwonted
seethe,бурлить,ungraded,WikDict,https://en.wiktionary.org/wiki/seethe
scrutinize,тщательно исследовать,ungraded,WikDict,https://en.wiktionary.org/wiki/scrutinize
diffident,неуверенный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
execrate,проклинать,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
implacable,неумолимый,ungraded,WikDict,https://en.wiktionary.org/wiki/implacable
pique,досада,ungraded,WikDict,https://en.wiktionary.org/wiki/pique
mite,кроха,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
encumber,обременять,ungraded,WikDict,https://en.wiktionary.org/wiki/encumber
uncouth,неловкий,ungraded,WikDict,https://en.wiktionary.org/wiki/uncouth
petulant,вздорный,ungraded,WikDict,https://en.wiktionary.org/wiki/petulant
expiate,искупать,ungraded,WikDict,https://en.wiktionary.org/wiki/expiate
cavalier,бесцеремонный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
banter,подтрунивать,ungraded,WikDict,https://en.wiktionary.org/wiki/banter
bluster,бушевать,ungraded,WikDict,https://en.wiktionary.org/wiki/bluster
debase,унижать,ungraded,WikDict,https://en.wiktionary.org/wiki/debase
retainer,слуга,ungraded,WikDict,https://en.wiktionary.org/wiki/retainer
subjugate,подчинить,ungraded,WikDict,https://en.wiktionary.org/wiki/subjugate
extol,восхвалить,ungraded,WikDict,https://en.wiktionary.org/wiki/extol
fraught,чреватый,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
august,августейший,ungraded,WikDict,https://en.wiktionary.org/wiki/august
fissure,расщелина,ungraded,WikDict,https://en.wiktionary.org/wiki/fissure
knoll,бугор,ungraded,WikDict,https://en.wiktionary.org/wiki/knoll
callous,чёрствый,ungraded,WikDict,https://en.wiktionary.org/wiki/callous
inculcate,прививать,ungraded,WikDict,https://en.wiktionary.org/wiki/inculcate
nettle,раздражать,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
blanch,бледнеть,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
inscrutable,загадочный,ungraded,WikDict,https://en.wiktionary.org/wiki/inscrutable
tenacious,цепкий,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
thrall,раб,ungraded,WikDict,https://en.wiktionary.org/wiki/thrall
exigency,срочность,ungraded,WikDict,https://en.wiktionary.org/wiki/exigency
disconsolate,печальный,ungraded,WikDict,https://en.wiktionary.org/wiki/disconsolate
impetus,импульс,ungraded,WikDict,https://en.wiktionary.org/wiki/impetus
imposition,навязывание,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
auspices,эгида,ungraded,WikDict,https://en.wiktionary.org/wiki/auspices
sonorous,звучный,ungraded,WikDict,https://en.wiktionary.org/wiki/sonorous
exploitation,использование,ungraded,WikDict,https://en.wiktionary.org/wiki/exploitation
bane,бич,ungraded,WikDict,https://en.wiktionary.org/wiki/bane
dint,сила,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
ignominious,бесславный,ungraded,WikDict,https://en.wiktionary.org/wiki/ignominious
amicable,дружелюбный,ungraded,WikDict,https://en.wiktionary.org/wiki/amicable
onset,атака,ungraded,WikDict,https://en.wiktionary.org/wiki/onset
conservatory,консерватория,ungraded,WikDict,https://en.wiktionary.org/wiki/conservatory
zenith,зенит,ungraded,WikDict,https://en.wiktionary.org/wiki/zenith
voluble,болтливый,ungraded,WikDict,https://en.wiktionary.org/wiki/voluble
yeoman,йомен,ungraded,WikDict,https://en.wiktionary.org/wiki/yeoman
levity,легкомыслие,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
rapt,восхищённый,ungraded,WikDict,https://en.wiktionary.org/wiki/rapt
sultry,знойный,ungraded,WikDict,https://en.wiktionary.org/wiki/sultry
pinion,связывать руки,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
axiom,аксиома,ungraded,WikDict,https://en.wiktionary.org/wiki/axiom
descry,замечать,ungraded,WikDict,https://en.wiktionary.org/wiki/descry
retinue,свита,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
functionary,должностное лицо,ungraded,WikDict,https://en.wiktionary.org/wiki/functionary
imbibe,пить,ungraded,WikDict,https://en.wiktionary.org/wiki/imbibe
diversified,разнообразный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
maraud,мародёрствовать,ungraded,WikDict,https://en.wiktionary.org/wiki/maraud
grudging,неохотный,ungraded,WikDict,https://en.wiktionary.org/wiki/grudging
partiality,предвзятость,ungraded,WikDict,https://en.wiktionary.org/wiki/partiality
philology,филология,ungraded,WikDict,https://en.wiktionary.org/wiki/philology
wry,язвительный,ungraded,WikDict,https://en.wiktionary.org/wiki/wry
caucus,группировка,ungraded,WikDict,https://en.wiktionary.org/wiki/caucus
permeate,пронизывать,ungraded,WikDict,https://en.wiktionary.org/wiki/permeate
propitious,благоприятный,ungraded,WikDict,https://en.wiktionary.org/wiki/propitious
salient,выдающийся,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
propitiate,умиротворять,ungraded,WikDict,https://en.wiktionary.org/wiki/propitiate
excise,вырезать,ungraded,WikDict,https://en.wiktionary.org/wiki/excise
betoken,предвещать,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
palatable,вкусный,ungraded,WikDict,https://en.wiktionary.org/wiki/palatable
upbraid,порицать,ungraded,WikDict,https://en.wiktionary.org/wiki/upbraid
renegade,изменник,ungraded,WikDict,https://en.wiktionary.org/wiki/renegade
hoary,седой,ungraded,WikDict,https://en.wiktionary.org/wiki/hoary
pedantic,педантичный,ungraded,WikDict,https://en.wiktionary.org/wiki/pedantic
coy,застенчивый,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
troth,честное слово,ungraded,WikDict,https://en.wiktionary.org/wiki/troth
encroachment,вторжение,ungraded,WikDict,https://en.wiktionary.org/wiki/encroachment
belie,опровергать,ungraded,WikDict,https://en.wiktionary.org/wiki/belie
armada,армада,ungraded,WikDict,https://en.wiktionary.org/wiki/armada
succor,помощь в беде,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
imperturbable,невозмутимый,ungraded,WikDict,https://en.wiktionary.org/wiki/imperturbable
irresolute,нерешительный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
knack,сноровка,ungraded,WikDict,https://en.wiktionary.org/wiki/knack
unseemly,неподобающий,ungraded,WikDict,https://en.wiktionary.org/wiki/unseemly
accentuate,акцентировать,ungraded,WikDict,https://en.wiktionary.org/wiki/accentuate
divulge,оглашать,ungraded,WikDict,https://en.wiktionary.org/wiki/divulge
brawn,мускулистость,ungraded,WikDict,https://en.wiktionary.org/wiki/brawn
burnish,драить,ungraded,WikDict,https://en.wiktionary.org/wiki/burnish
palpitate,трепетать,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
promiscuous,неразборчивый,ungraded,WikDict,https://en.wiktionary.org/wiki/promiscuous
dissemble,лицемерить,ungraded,WikDict,https://en.wiktionary.org/wiki/dissemble
flotilla,флотилия,ungraded,WikDict,https://en.wiktionary.org/wiki/flotilla
invective,брань,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
hermitage,жилище отшельника,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
despoil,разграблять,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
sully,пятнать,ungraded,WikDict,https://en.wiktionary.org/wiki/sully
malevolent,зловредный,ungraded,WikDict,https://en.wiktionary.org/wiki/malevolent
irksome,надоедливый,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
prattle,болтать,ungraded,WikDict,https://en.wiktionary.org/wiki/prattle
subaltern,младший офицер,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
welt,рубец,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
wreak,причинять,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
tenable,обоснованный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
inimitable,неподражаемый,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
depredation,налёт,ungraded,WikDict,https://en.wiktionary.org/wiki/depredation
amalgamate,объединять,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
immutable,неизменный,ungraded,WikDict,https://en.wiktionary.org/wiki/immutable
proxy,представитель,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
dote,души не чаять,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
reactionary,реакционный,ungraded,WikDict,https://en.wiktionary.org/wiki/reactionary
rationalism,рационализм,ungraded,WikDict,https://en.wiktionary.org/wiki/rationalism
endue,наделить,ungraded,WikDict,https://en.wiktionary.org/wiki/endue
discriminating,проницательный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
brooch,брошь,ungraded,WikDict,https://en.wiktionary.org/wiki/brooch
pert,дерзкий,ungraded,WikDict,https://en.wiktionary.org/wiki/pert
disembark,высадить,ungraded,WikDict,https://en.wiktionary.org/wiki/disembark
aria,ария,ungraded,WikDict,https://en.wiktionary.org/wiki/aria
trappings,внешние атрибуты,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
abet,науськивать,ungraded,WikDict,https://en.wiktionary.org/wiki/abet
clandestine,нелегальный,ungraded,WikDict,https://en.wiktionary.org/wiki/clandestine
distend,раздувать,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
glib,болтливый,ungraded,WikDict,https://en.wiktionary.org/wiki/glib
pucker,морщина,ungraded,WikDict,https://en.wiktionary.org/wiki/pucker
rejoinder,ответная реплика,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
spangle,пайетка,ungraded,WikDict,https://en.wiktionary.org/wiki/spangle
blighted,загубленный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
nicety,деталь,ungraded,WikDict,https://en.wiktionary.org/wiki/nicety
aggrieve,огорчать,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
vestment,облачение,ungraded,WikDict,https://en.wiktionary.org/wiki/vestment
urbane,вежливый,ungraded,WikDict,https://en.wiktionary.org/wiki/urbane
defray,оплачивать,ungraded,WikDict,https://en.wiktionary.org/wiki/defray
spectral,призрачный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
munificent,щедрый,ungraded,WikDict,https://en.wiktionary.org/wiki/munificent
dictum,изречение,ungraded,WikDict,https://en.wiktionary.org/wiki/dictum
fad,причуда,ungraded,WikDict,https://en.wiktionary.org/wiki/fad
scabbard,ножны,ungraded,WikDict,https://en.wiktionary.org/wiki/scabbard
adulterate,разбавлять примесями,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
beleaguer,окружать,ungraded,WikDict,https://en.wiktionary.org/wiki/beleaguer
gripe,жалоба,ungraded,WikDict,https://en.wiktionary.org/wiki/gripe
remission,индульгенция,ungraded,WikDict,https://en.wiktionary.org/wiki/remission
exorbitant,безмерный,ungraded,WikDict,https://en.wiktionary.org/wiki/exorbitant
invocation,молитва,ungraded,WikDict,https://en.wiktionary.org/wiki/invocation
cajole,увещевать,ungraded,WikDict,https://en.wiktionary.org/wiki/cajole
inclusive,включающий всех,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
interdict,сдерживать,ungraded,WikDict,https://en.wiktionary.org/wiki/interdict
abase,унизить,ungraded,WikDict,https://en.wiktionary.org/wiki/abase
obviate,избегать,ungraded,WikDict,https://en.wiktionary.org/wiki/obviate
hurtle,донестись,ungraded,WikDict,https://en.wiktionary.org/wiki/hurtle
unanimity,единогласие,ungraded,WikDict,https://en.wiktionary.org/wiki/unanimity
mettle,выносливость,ungraded,WikDict,https://en.wiktionary.org/wiki/mettle
interpolate,интерполировать,ungraded,WikDict,https://en.wiktionary.org/wiki/interpolate
surreptitious,скрытый,ungraded,WikDict,https://en.wiktionary.org/wiki/surreptitious
dissimulate,притворяться,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
ruse,уловка,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
specious,обманчиво убедительный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
revulsion,отвращение,ungraded,WikDict,https://en.wiktionary.org/wiki/revulsion
hale,здоровый,ungraded,WikDict,https://en.wiktionary.org/wiki/hale
palliate,смягчать,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
obtuse,недалёкий,ungraded,WikDict,https://en.wiktionary.org/wiki/obtuse
querulous,ворчливый,ungraded,WikDict,https://en.wiktionary.org/wiki/querulous
vagary,выходка,ungraded,WikDict,https://en.wiktionary.org/wiki/vagary
incipient,зарождающийся,ungraded,WikDict,https://en.wiktionary.org/wiki/incipient
obdurate,упрямый,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
grovel,пресмыкаться,ungraded,WikDict,https://en.wiktionary.org/wiki/grovel
refractory,непокорный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
dregs,гуща,ungraded,WikDict,https://en.wiktionary.org/wiki/dregs
ascendancy,власть,ungraded,WikDict,https://en.wiktionary.org/wiki/ascendancy
supercilious,высокомерный,ungraded,WikDict,https://en.wiktionary.org/wiki/supercilious
pundit,знаток,ungraded,WikDict,https://en.wiktionary.org/wiki/pundit
commiserate,соболезновать,ungraded,WikDict,https://en.wiktionary.org/wiki/commiserate
alcove,ниша,ungraded,WikDict,https://en.wiktionary.org/wiki/alcove
assay,проба,ungraded,WikDict,https://en.wiktionary.org/wiki/assay
parochial,местнический,ungraded,WikDict,https://en.wiktionary.org/wiki/parochial
conjugal,брачный,ungraded,WikDict,https://en.wiktionary.org/wiki/conjugal
abjure,отказываться,ungraded,WikDict,https://en.wiktionary.org/wiki/abjure
frieze,фриз,ungraded,WikDict,https://en.wiktionary.org/wiki/frieze
ornate,богато украшенный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
inflammatory,подстрекательский,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
machination,козни,ungraded,WikDict,https://en.wiktionary.org/wiki/machination
mendicant,нищенский,ungraded,WikDict,https://en.wiktionary.org/wiki/mendicant
meander,извиваться,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
bullion,слиток,ungraded,WikDict,https://en.wiktionary.org/wiki/bullion
diffidence,застенчивость,ungraded,WikDict,https://en.wiktionary.org/wiki/diffidence
makeshift,временный,ungraded,WikDict,https://en.wiktionary.org/wiki/makeshift
husbandry,земледелие,ungraded,WikDict,https://en.wiktionary.org/wiki/husbandry
podium,подиум,ungraded,WikDict,https://en.wiktionary.org/wiki/podium
dearth,нехватка,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
granary,зернохранилище,ungraded,WikDict,https://en.wiktionary.org/wiki/granary
whet,возбудить,ungraded,WikDict,https://en.wiktionary.org/wiki/whet
imposture,надувательство,ungraded,WikDict,https://en.wiktionary.org/wiki/imposture
diadem,диадема,ungraded,WikDict,https://en.wiktionary.org/wiki/diadem
fallow,пар,ungraded,WikDict,https://en.wiktionary.org/wiki/fallow
hubbub,гам,ungraded,WikDict,https://en.wiktionary.org/wiki/hubbub
dispassionate,беспристрастный,ungraded,WikDict,https://en.wiktionary.org/wiki/dispassionate
harrowing,горестный,ungraded,WikDict,https://en.wiktionary.org/wiki/harrowing
askance,неодобрительно,ungraded,WikDict,https://en.wiktionary.org/wiki/askance
lancet,ланцет,ungraded,WikDict,https://en.wiktionary.org/wiki/lancet
rankle,мучить,ungraded,WikDict,https://en.wiktionary.org/wiki/rankle
ramify,ответвляться,ungraded,WikDict,https://en.wiktionary.org/wiki/ramify
gainsay,возражать,ungraded,WikDict,https://en.wiktionary.org/wiki/gainsay
polity,режим,ungraded,WikDict,https://en.wiktionary.org/wiki/polity
credence,вера,ungraded,WikDict,https://en.wiktionary.org/wiki/credence
indemnify,возместить,ungraded,WikDict,https://en.wiktionary.org/wiki/indemnify
ingratiate,втираться в доверие,ungraded,WikDict,https://en.wiktionary.org/wiki/ingratiate
declivity,откос,ungraded,WikDict,https://en.wiktionary.org/wiki/declivity
importunate,настойчивый,ungraded,WikDict,https://en.wiktionary.org/wiki/importunate
passe,вышедший из моды,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
whittle,вырезать,ungraded,WikDict,https://en.wiktionary.org/wiki/whittle
repine,роптать,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
flay,свежевать,ungraded,WikDict,https://en.wiktionary.org/wiki/flay
larder,кладовка,ungraded,WikDict,https://en.wiktionary.org/wiki/larder
threadbare,изношенный,ungraded,WikDict,https://en.wiktionary.org/wiki/threadbare
grisly,отвратительный,ungraded,WikDict,https://en.wiktionary.org/wiki/grisly
untoward,неблагоприятный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
idiosyncrasy,индивидуальная особенность,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
quip,колкость,ungraded,WikDict,https://en.wiktionary.org/wiki/quip
blatant,вопиющий,ungraded,WikDict,https://en.wiktionary.org/wiki/blatant
stanch,останавливать кровотечение,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
incongruity,несоответствие,ungraded,WikDict,https://en.wiktionary.org/wiki/incongruity
perfidious,вероломный,ungraded,WikDict,https://en.wiktionary.org/wiki/perfidious
platitude,банальность,ungraded,WikDict,https://en.wiktionary.org/wiki/platitude
revelry,веселье,ungraded,WikDict,https://en.wiktionary.org/wiki/revelry
delve,копать,ungraded,WikDict,https://en.wiktionary.org/wiki/delve
extenuate,смягчать вину,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
polemic,полемика,ungraded,WikDict,https://en.wiktionary.org/wiki/polemic
enrapture,восхищать,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
virtuoso,виртуоз,ungraded,WikDict,https://en.wiktionary.org/wiki/virtuoso
glower,сердито смотреть,ungraded,WikDict,https://en.wiktionary.org/wiki/glower
mundane,обыденный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
fatuous,глупый,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
incorrigible,неисправимый,ungraded,WikDict,https://en.wiktionary.org/wiki/incorrigible
postulate,постулат,ungraded,WikDict,https://en.wiktionary.org/wiki/postulate
gist,суть,ungraded,WikDict,https://en.wiktionary.org/wiki/gist
vociferous,громогласный,ungraded,WikDict,https://en.wiktionary.org/wiki/vociferous
purvey,снабжать,ungraded,WikDict,https://en.wiktionary.org/wiki/purvey
baleful,пагубный,ungraded,WikDict,https://en.wiktionary.org/wiki/baleful
gibe,насмешка,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
dyspeptic,раздражительный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
prude,святоша,ungraded,WikDict,https://en.wiktionary.org/wiki/prude
luminary,светило,ungraded,WikDict,https://en.wiktionary.org/wiki/luminary
amenable,податливый,ungraded,WikDict,https://en.wiktionary.org/wiki/amenable
willful,своевольный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
overbearing,властный,ungraded,WikDict,https://en.wiktionary.org/wiki/overbearing
dais,возвышение,ungraded,WikDict,https://en.wiktionary.org/wiki/dais
automate,автоматизировать,ungraded,WikDict,https://en.wiktionary.org/wiki/automate
enervate,обессиливать,ungraded,WikDict,https://en.wiktionary.org/wiki/enervate
wheedle,обхаживать,ungraded,WikDict,https://en.wiktionary.org/wiki/wheedle
gusto,пыл,ungraded,WikDict,https://en.wiktionary.org/wiki/gusto
bouillon,бульон,ungraded,WikDict,https://en.wiktionary.org/wiki/bouillon
omniscient,всезнающий,ungraded,WikDict,https://en.wiktionary.org/wiki/omniscient
apostate,вероотступник,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
carrion,дохлятина,ungraded,WikDict,https://en.wiktionary.org/wiki/carrion
emolument,вознаграждение,ungraded,WikDict,https://en.wiktionary.org/wiki/emolument
ungainly,неуклюжий,ungraded,WikDict,https://en.wiktionary.org/wiki/ungainly
impiety,непочтительность,ungraded,WikDict,https://en.wiktionary.org/wiki/impiety
decadence,декаданс,ungraded,WikDict,https://en.wiktionary.org/wiki/decadence
homily,наставление,ungraded,WikDict,https://en.wiktionary.org/wiki/homily
avocation,развлечение,ungraded,WikDict,https://en.wiktionary.org/wiki/avocation
circumvent,обойти,ungraded,WikDict,https://en.wiktionary.org/wiki/circumvent
syllogism,силлогизм,ungraded,WikDict,https://en.wiktionary.org/wiki/syllogism
collation,сверка,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
haggle,торговаться,ungraded,WikDict,https://en.wiktionary.org/wiki/haggle
waylay,подстерегать,ungraded,WikDict,https://en.wiktionary.org/wiki/waylay
savant,учёный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
cohort,когорта,ungraded,WikDict,https://en.wiktionary.org/wiki/cohort
unction,помазание,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
adjure,заклинать,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
acrimony,язвительность,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
clarion,горн,ungraded,WikDict,https://en.wiktionary.org/wiki/clarion
turbid,мутный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
cupidity,алчность,ungraded,WikDict,https://en.wiktionary.org/wiki/cupidity
disaffected,недовольный властью,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
preternatural,сверхъестественный,ungraded,WikDict,https://en.wiktionary.org/wiki/preternatural
eschew,избегать,ungraded,WikDict,https://en.wiktionary.org/wiki/eschew
expatiate,разглагольствовать,ungraded,WikDict,https://en.wiktionary.org/wiki/expatiate
didactic,менторский,ungraded,WikDict,https://en.wiktionary.org/wiki/didactic
sinuous,волнистый,ungraded,WikDict,https://en.wiktionary.org/wiki/sinuous
rancor,злопамятство,ungraded,WikDict,https://en.wiktionary.org/wiki/rancor
puissant,могущественный,ungraded,WikDict,https://en.wiktionary.org/wiki/puissant
homespun,домотканный,ungraded,WikDict,https://en.wiktionary.org/wiki/homespun
embroil,впутать,ungraded,WikDict,https://en.wiktionary.org/wiki/embroil
pathological,патологический,ungraded,WikDict,https://en.wiktionary.org/wiki/pathological
resonant,звучный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
libretto,либретто,ungraded,WikDict,https://en.wiktionary.org/wiki/libretto
flail,цеп,ungraded,WikDict,https://en.wiktionary.org/wiki/flail
bandy,перебрасываться,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
gratis,бесплатно,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
upshot,итог,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
aphorism,афоризм,ungraded,WikDict,https://en.wiktionary.org/wiki/aphorism
redoubtable,грозный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
corpulent,дородный,ungraded,WikDict,https://en.wiktionary.org/wiki/corpulent
benighted,невежественный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
sententious,менторский,ungraded,WikDict,https://en.wiktionary.org/wiki/sententious
cabal,клика,ungraded,WikDict,https://en.wiktionary.org/wiki/cabal
paraphernalia,принадлежности,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
vitiate,развратить,ungraded,WikDict,https://en.wiktionary.org/wiki/vitiate
adulation,лесть,ungraded,WikDict,https://en.wiktionary.org/wiki/adulation
quaff,глотать,ungraded,WikDict,https://en.wiktionary.org/wiki/quaff
unassuming,скромный,ungraded,WikDict,https://en.wiktionary.org/wiki/unassuming
libertine,развратник,ungraded,WikDict,https://en.wiktionary.org/wiki/libertine
maul,истязать,ungraded,WikDict,https://en.wiktionary.org/wiki/maul
adage,пословица,ungraded,WikDict,https://en.wiktionary.org/wiki/adage
expostulation,увещевание,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
tawdry,безвкусный,ungraded,WikDict,https://en.wiktionary.org/wiki/tawdry
trite,банальный,ungraded,WikDict,https://en.wiktionary.org/wiki/trite
hireling,наёмник,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
ensconce,укрыть,ungraded,WikDict,https://en.wiktionary.org/wiki/ensconce
egregious,вопиющий,ungraded,WikDict,https://en.wiktionary.org/wiki/egregious
cogent,убедительный,ungraded,WikDict,https://en.wiktionary.org/wiki/cogent
incisive,проницательный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
errant,заблудший,ungraded,WikDict,https://en.wiktionary.org/wiki/errant
sedulous,прилежный,ungraded,WikDict,https://en.wiktionary.org/wiki/sedulous
incandescent,накалённый добела,ungraded,WikDict,https://en.wiktionary.org/wiki/incandescent
derelict,заброшенный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
entomology,энтомология,ungraded,WikDict,https://en.wiktionary.org/wiki/entomology
execrable,отвратительный,ungraded,WikDict,https://en.wiktionary.org/wiki/execrable
